371,0
306,0
1096,0
10,1
535,0
428,1
721,1
59,0
876,0
63,1
890,0
959,1
730,1
907,0
1190,0
332,0
1138,0
323,1
297,1
1224,1
952,1
541,1
83,0
129,1
1081,1
479,1
940,0
1087,0
260,1
1121,0
668,0
918,0
1175,1
138,0
965,1
141,1
570,1
584,0
590,0
139,0
894,0
997,1
224,1
410,1
274,0
298,1
413,0
599,0
390,1
700,0
644,1
695,0
1177,1
513,0
602,1
855,1
992,0
617,0
328,0
704,1
879,0
909,1
39,0
30,0
242,0
988,1
136,0
310,0
1101,0
1049,0
3,0
581,1
629,1
1057,0
422,1
857,0
774,0
754,0
314,1
486,0
319,0
1168,0
682,1
5,1
100,1
665,0
622,1
1174,1
845,0
980,0
727,1
976,1
227,0
679,1
548,0
666,1
717,0
66,1
67,1
1043,1
211,0
12,0
529,0
783,1
299,0
451,1
885,0
1098,0
973,0
621,1
1161,1
376,1
551,0
1220,0
1143,1
593,0
485,1
273,1
398,0
362,1
237,0
506,0
2,1
6,0
311,1
1052,1
377,0
643,0
807,1
215,1
575,1
27,1
1181,0
439,0
494,0
816,0
830,1
497,0
765,1
1210,1
354,1
1073,0
438,1
256,1
291,0
25,1
336,1
745,1
47,0
318,0
106,1
850,0
55,1
560,0
213,1
120,0
589,1
523,0
1202,0
72,0
631,1
780,1
527,0
526,0
936,0
994,0
578,0
588,0
1218,1
1026,1
325,1
536,0
968,1
316,0
1140,0
869,1
552,1
714,1
1047,1
673,0
572,0
60,1
753,0
92,0
900,1
432,1
351,1
978,1
280,0
462,0
514,0
359,1
464,0
573,0
873,1
1179,1
650,0
756,0
182,0
670,0
534,1
110,0
370,0
239,1
739,0
657,0
620,1
204,0
1091,1
844,0
261,1
1141,1
677,0
339,1
796,0
1093,0
1113,0
183,1
137,1
1206,1
737,1
660,0
80,0
922,0
829,1
1088,0
29,1
1075,1
471,0
165,1
248,0
307,1
798,1
872,0
346,0
334,1
285,0
996,1
97,0
583,1
1060,1
1192,1
628,0
710,1
814,1
1186,1
906,0
718,1
65,1
1160,1
777,1
594,1
1107,1
1122,1
302,0
254,1
1005,1
977,1
312,0
553,1
221,0
477,1
388,0
235,0
848,1
522,0
743,1
305,1
806,0
961,0
249,0
793,1
71,0
94,1
843,1
33,0
803,0
448,1
445,1
1045,0
931,0
711,1
77,0
84,1
671,1
82,0
457,1
770,1
436,1
615,1
934,0
404,0
1068,0
634,0
676,0
104,0
962,0
1085,1
62,0
281,0
746,1
238,1
223,0
145,0
1142,1
373,0
118,0
841,0
250,0
1180,1
9,1
449,1
917,0
389,1
652,0
945,1
557,0
460,1
1128,0
144,0
501,0
1131,0
539,1
177,0
1182,1
728,1
610,0
1219,0
7,1
582,1
884,0
357,1
329,1
735,0
908,1
258,1
911,0
935,0
811,1
1015,1
1110,0
525,0
864,1
1193,1
785,0
1164,1
440,1
531,1
1006,0
228,0
1144,1
212,1
79,1
148,0
618,0
738,0
723,0
133,0
818,1
408,1
701,1
507,1
920,1
504,1
886,1
347,0
386,1
0,0
360,1
1157,1
475,0
813,1
787,1
172,0
450,1
125,0
667,1
530,1
90,0
1185,1
181,1
974,1
414,1
251,0
69,0
131,1
300,1
861,1
326,1
1198,1
499,1
693,0
963,0
495,0
338,1
1010,0
164,1
28,1
516,0
193,0
661,1
948,0
169,0
820,0
173,1
518,0
964,1
732,1
491,0
73,1
1169,0
587,1
234,1
214,0
993,0
132,0
812,0
764,1
986,0
185,1
41,1
108,0
932,0
568,0
678,0
1037,1
1178,1
483,0
468,1
24,1
1199,1
708,1
1031,1
1035,1
366,0
881,1
1151,1
383,1
454,1
264,1
1109,0
232,0
444,1
395,0
875,0
176,1
18,1
736,1
1069,0
595,0
61,0
272,1
1149,1
278,0
1058,1
694,0
368,0
930,0
859,1
902,0
1055,1
808,1
547,1
923,0
688,0
944,1
456,0
393,1
675,0
991,1
1011,1
375,1
412,0
74,1
1145,1
905,0
500,0
839,1
616,1
114,0
417,0
601,1
604,0
89,0
865,1
1172,0
498,0
1032,1
926,0
924,0
11,0
396,0
788,0
555,0
42,0
167,0
416,0
576,1
267,1
846,0
426,1
690,0
544,0
1146,1
674,0
689,0
1078,0
1200,1
159,1
927,0
257,0
335,1
15,1
946,1
324,1
607,0
1077,0
971,1
1212,0
222,0
179,0
99,0
757,0
521,0
761,1
22,1
356,1
733,1
1007,0
1135,1
611,1
1042,1
340,0
431,0
834,1
217,0
203,0
950,0
1090,0
93,0
836,1
68,0
939,0
284,0
696,1
85,0
434,0
867,1
153,0
75,1
1066,1
789,1
580,0
446,0
703,0
188,0
271,0
236,0
487,1
1183,1
559,0
117,0
637,1
1100,0
801,1
750,1
512,0
633,0
1065,0
1039,0
1125,1
126,0
790,1
116,0
473,0
740,1
1034,1
57,1
603,0
786,0
1018,0
656,0
947,1
966,0
105,0
635,1
369,1
268,0
655,0
819,1
822,0
46,0
349,0
773,0
195,1
102,0
4,1
619,1
571,1
52,1
263,0
1116,1
443,1
1019,0
782,1
837,1
889,1
691,0
304,1
341,1
910,0
313,1
149,1
124,0
1139,0
574,1
697,0
664,1
50,1
903,0
726,0
799,1
833,1
353,0
1176,1
142,0
470,1
653,0
399,1
942,0
1117,1
320,0
19,0
684,1
35,0
824,1
505,0
827,1
1094,1
407,1
817,1
866,0
537,0
758,1
1092,1
937,0
38,0
175,1
245,0
810,1
1108,1
1009,0
784,1
1209,1
489,1
154,0
638,1
662,1
853,1
287,1
625,1
1150,0
685,0
1040,0
916,0
569,1
1167,1
734,1
792,1
17,1
127,0
322,1
255,0
989,0
1203,1
190,0
115,0
1197,0
933,0
606,0
180,0
301,1
496,0
348,0
1221,0
36,0
744,0
1105,0
1002,0
517,0
372,0
45,1
476,1
157,0
1070,0
171,1
16,1
511,0
48,1
191,1
546,0
515,0
658,0
984,1
828,1
1027,1
480,0
1152,1
283,0
1053,0
797,1
985,1
225,1
26,1
282,0
1173,1
437,0
1191,1
364,1
229,1
37,1
669,1
749,0
1204,1
374,0
469,1
882,1
1048,0
1205,0
687,1
32,0
639,1
1062,0
194,1
1166,0
1137,1
998,1
503,1
915,1
1024,1
1207,1
1111,1
800,0
579,0
160,0
680,1
956,0
1189,0
162,0
821,1
705,1
1041,0
877,1
895,0
913,0
1223,1
152,0
1120,1
1106,0
509,0
111,0
226,1
1114,0
851,1
103,0
421,1
419,1
967,0
624,0
586,0
1084,0
919,0
672,0
119,0
53,0
151,1
403,1
1213,0
207,0
1158,1
8,1
1014,1
452,1
253,0
896,1
1072,0
880,0
1156,1
623,0
345,1
1054,0
262,0
150,0
472,1
640,1
1214,1
1153,0
550,0
928,0
488,0
1170,0
146,0
402,1
954,1
1148,1
659,0
463,0
186,0
608,0
143,0
751,0
981,1
197,0
883,0
279,0
293,1
1112,0
400,0
122,0
202,0
835,1
246,0
1163,1
384,1
854,1
219,1
641,0
1,1
112,0
698,0
951,1
1102,0
441,1
663,1
1119,1
317,1
648,1
709,0
972,0
627,0
632,1
1195,1
1222,1
795,1
645,0
1012,1
556,1
681,0
577,1
524,0
1059,1
540,0
748,1
1133,1
484,1
95,0
1020,0
563,0
742,1
863,1
891,0
1038,0
206,0
392,0
794,1
870,0
397,0
766,0
1215,1
1028,1
642,1
612,0
960,0
725,0
683,1
98,0
804,0
406,1
502,0
1071,0
1056,1
929,0
779,0
200,0
134,0
1051,1
40,0
1017,0
230,0
378,0
288,0
418,1
391,1
592,0
1086,1
647,0
520,0
64,0
14,0
1064,0
492,0
379,1
187,0
763,1
216,1
791,1
1076,1
878,1
337,0
719,0
295,0
1016,0
455,1
815,1
269,0
995,0
201,0
161,0
729,1
401,0
702,0
1129,0
565,1
1021,0
1025,0
1104,0
205,0
34,0
775,1
508,0
1208,1
91,0
897,1
564,1
776,1
241,1
13,1
315,1
600,0
387,1
166,0
840,1
20,0
646,1
1154,0
831,1
562,1
1194,1
686,0
957,0
189,0
975,1
699,1
510,0
1082,1
474,0
856,0
747,0
252,1
21,1
459,0
1184,1
276,1
955,1
385,1
805,0
343,1
769,1
130,1
871,1
1123,1
87,1
330,1
466,0
121,0
1044,1
1095,1
1130,0
860,1
1126,1
